page,card_index,year,date,title,paper_type,landing_page_url,open_access_marker,clinical_filter,screen_status,screen_reasons
7,11,2026,2026-02-09,Reliability of LLMs as medical assistants for the general public: a randomized preregistered study,Article,https://www.nature.com/articles/s41591-025-04074-y,yes,matched_token:randomized,eligible,
7,12,2026,2026-02-06,Pulsed field ablation versus conventional thermal ablation for paroxysmal atrial fibrillation: 4-year outcomes in the ADVENT-LTO study,Article,https://www.nature.com/articles/s41591-026-04246-4,yes,matched_token:outcomes,eligible,
7,13,2026,2026-02-06,Live-attenuated chikungunya vaccine in children: a randomized phase 2 trial,Article,https://www.nature.com/articles/s41591-025-04197-2,no,matched_token:vaccine,excluded,no_publisher_open_access_marker
7,14,2026,2026-02-06,A large language model for complex cardiology care,Article,https://www.nature.com/articles/s41591-025-04190-9,yes,matched_token:randomized,eligible,
7,15,2026,2026-02-05,Anti-CD19 CAR T cells for pediatric patients with treatment-refractory autoimmune diseases,Article,https://www.nature.com/articles/s41591-025-04191-8,no,matched_token:patients,excluded,no_publisher_open_access_marker
7,16,2026,2026-02-04,Repotrectinib in NTRK fusion–positive advanced solid tumors: a phase 1/2 trial,Article,https://www.nature.com/articles/s41591-025-04079-7,yes,matched_token:phase 1,eligible,
7,17,2026,2026-02-03,High-dose nusinersen for spinal muscular atrophy: a phase 3 randomized trial,Article,https://www.nature.com/articles/s41591-025-04193-6,yes,matched_token:phase 3,eligible,
7,18,2026,2026-02-03,Global and regional cancer burden attributable to modifiable risk factors to inform prevention,Article,https://www.nature.com/articles/s41591-026-04219-7,no,no_predeclared_human_clinical_evidence_token,excluded,no_publisher_open_access_marker;no_predeclared_human_clinical_evidence_token
7,19,2026,2026-02-02,Implementation and evaluation of the Y-Check comprehensive adolescent health check-up intervention in Zimbabwe: a pre−post mixed-methods study,Article,https://www.nature.com/articles/s41591-025-04156-x,yes,matched_token:screening,eligible,
7,20,2026,2026-02-02,Time-of-day immunochemotherapy in non-small cell lung cancer: a randomized phase 3 trial,Article,https://www.nature.com/articles/s41591-025-04181-w,no,matched_token:randomized,excluded,no_publisher_open_access_marker
8,1,2026,2026-01-28,Fecal microbiota transplantation plus immunotherapy in non-small cell lung cancer and melanoma: the phase 2 FMT-LUMINate trial,Article,https://www.nature.com/articles/s41591-025-04186-5,yes,matched_token:phase 2,eligible,
8,2,2026,2026-01-28,Fecal microbiota transplantation plus pembrolizumab and axitinib in metastatic renal cell carcinoma: the randomized phase 2 TACITO trial,Article,https://www.nature.com/articles/s41591-025-04189-2,yes,matched_token:randomized,eligible,
8,3,2026,2026-01-28,Neoadjuvant ipilimumab plus nivolumab in melanoma: 5-year survival and biomarker analysis from the phase 2 PRADO-trial,Article,https://www.nature.com/articles/s41591-025-04158-9,no,matched_token:survival,excluded,no_publisher_open_access_marker
8,4,2026,2026-01-28,Fecal microbiota transplantation plus immunotherapy in metastatic renal cell carcinoma: the phase 1 PERFORM trial,Article,https://www.nature.com/articles/s41591-025-04183-8,yes,matched_token:phase 1,eligible,
8,5,2026,2026-01-27,Humoral IgG1 responses to tumor antigens underpin clinical outcomes in immune checkpoint blockade,Article,https://www.nature.com/articles/s41591-025-04177-6,yes,matched_token:clinical,eligible,
8,6,2026,2026-01-21,Clinical genetic variation across Hispanic populations in the Mexican Biobank,Article,https://www.nature.com/articles/s41591-025-04100-z,yes,matched_token:clinical,eligible,
8,7,2026,2026-01-21,Nature Medicine Commission on dialysis policy in low- and middle-income countries,Commission Report,https://www.nature.com/articles/s41591-025-04084-w,no,no_predeclared_human_clinical_evidence_token,excluded,not_article_type;no_publisher_open_access_marker;no_predeclared_human_clinical_evidence_token
8,8,2026,2026-01-20,Holistic evaluation of large language models for medical tasks with MedHELM,Article,https://www.nature.com/articles/s41591-025-04151-2,no,matched_token:real-world,excluded,no_publisher_open_access_marker
8,9,2026,2026-01-19,Upregulation of reward mesolimbic activity and immune response to vaccination: a randomized controlled trial,Article,https://www.nature.com/articles/s41591-025-04140-5,no,matched_token:vaccination,excluded,no_publisher_open_access_marker
8,10,2026,2026-01-19,An LLM chatbot to facilitate primary-to-specialist care transitions: a randomized controlled trial,Article,https://www.nature.com/articles/s41591-025-04176-7,yes,matched_token:randomized,eligible,
8,11,2026,2026-01-16,Abemaciclib in meningiomas with somatic NF2 or CDK pathway alterations: the phase 2 Alliance A071401 trial,Article,https://www.nature.com/articles/s41591-025-04141-4,yes,matched_token:phase 2,eligible,
8,12,2026,2026-01-16,"Global burden of amphetamine, cannabis, cocaine and opioid use in 204 countries, 1990–2023: a Global Burden of Disease Study",Article,https://www.nature.com/articles/s41591-025-04137-0,no,matched_token:prevalence,excluded,no_publisher_open_access_marker
8,13,2026,2026-01-16,Contaminating plasmid sequences and disrupted vector genomes in the liver following adeno-associated virus gene therapy,Brief Communication,https://www.nature.com/articles/s41591-025-04073-z,yes,matched_token:therapy,excluded,not_article_type
8,14,2026,2026-01-16,Single-cell atlas of the developing Down syndrome brain cortex,Article,https://www.nature.com/articles/s41591-026-04211-1,yes,no_predeclared_human_clinical_evidence_token,excluded,no_predeclared_human_clinical_evidence_token
8,15,2026,2026-01-16,Nous-209 neoantigen vaccine for cancer prevention in Lynch syndrome carriers: a phase 1b/2 trial,Article,https://www.nature.com/articles/s41591-025-04182-9,yes,matched_token:vaccine,eligible,
8,16,2026,2026-01-16,"An oral, liver-restricted LXR inverse agonist for dyslipidemia: preclinical development and phase 1 trial",Article,https://www.nature.com/articles/s41591-025-04169-6,yes,matched_token:phase 1,eligible,
8,17,2026,2026-01-16,"External trigeminal nerve stimulation in youth with ADHD: a randomized, sham-controlled, phase 2b trial",Article,https://www.nature.com/articles/s41591-025-04075-x,yes,matched_token:randomized,eligible,
8,18,2026,2026-01-15,Fractional flow reserve-guided percutaneous coronary intervention versus medical therapy for stable coronary artery disease: long-term results of the FAME 2 trial,Article,https://www.nature.com/articles/s41591-025-04132-5,no,matched_token:therapy,excluded,no_publisher_open_access_marker
8,19,2026,2026-01-15,Tirzepatide on obstructive sleep apnea-related cardiometabolic risk: secondary outcomes of the SURMOUNT-OSA randomized trial,Article,https://www.nature.com/articles/s41591-025-04071-1,yes,matched_token:outcomes,eligible,
8,20,2026,2026-01-15,Multimodal antigenic escape to GPRC5D-targeted T cell engagers in multiple myeloma,Article,https://www.nature.com/articles/s41591-025-04175-8,yes,matched_token:patients,eligible,
9,1,2026,2026-01-15,Genotype-stratified adjunctive dexamethasone for tuberculous meningitis in HIV-negative adults: a randomized controlled phase 3 trial,Article,https://www.nature.com/articles/s41591-025-04138-z,yes,matched_token:adults,eligible,
9,2,2026,2026-01-15,CD4 + T cells mediate CAR-T cell-associated immune-related adverse events after BCMA CAR-T cell therapy,Article,https://www.nature.com/articles/s41591-025-04121-8,no,matched_token:therapy,excluded,no_publisher_open_access_marker
9,3,2026,2026-01-14,"Circulating metabolites, genetics and lifestyle factors in relation to future risk of type 2 diabetes",Article,https://www.nature.com/articles/s41591-025-04105-8,yes,no_predeclared_human_clinical_evidence_token,excluded,no_predeclared_human_clinical_evidence_token
9,4,2026,2026-01-13,A fasting-mimicking diet in patients with mild-to-moderate Crohn’s disease: a randomized controlled trial,Article,https://www.nature.com/articles/s41591-025-04173-w,no,matched_token:patients,excluded,no_publisher_open_access_marker
9,5,2026,2026-01-13,Linavonkibart and pembrolizumab in immune checkpoint blockade-resistant advanced solid tumors: a phase 1 trial,Article,https://www.nature.com/articles/s41591-025-04157-w,yes,matched_token:phase 1,eligible,
9,6,2026,2026-01-13,Discovery and development of a new oxazolidinone with reduced toxicity for the treatment of tuberculosis,Article,https://www.nature.com/articles/s41591-025-04164-x,yes,matched_token:treatment,eligible,
9,7,2026,2026-01-12,Interpretable inflammation landscape of circulating immune cells,Article,https://www.nature.com/articles/s41591-025-04126-3,yes,matched_token:patients,eligible,
9,8,2026,2026-01-09,BCMA-directed mRNA CAR-T cell therapy for myasthenia gravis: exploratory biomarker analysis of a placebo-controlled phase 2b trial,Article,https://www.nature.com/articles/s41591-025-04170-z,yes,matched_token:therapy,eligible,
9,9,2026,2026-01-09,"BCMA-directed mRNA CAR T cell therapy for myasthenia gravis: a randomized, double-blind, placebo-controlled phase 2b trial",Article,https://www.nature.com/articles/s41591-025-04171-y,yes,matched_token:therapy,eligible,
9,10,2026,2026-01-09,The NOTCH3 extracellular domain is a serum biomarker for pulmonary arterial hypertension,Article,https://www.nature.com/articles/s41591-025-04134-3,yes,matched_token:mortality,eligible,
9,11,2026,2026-01-08,Anti-inflammatory therapy with low-dose IL-2 in acute coronary syndromes: a randomized phase 2 trial,Article,https://www.nature.com/articles/s41591-025-04090-y,yes,matched_token:therapy,eligible,
9,12,2026,2026-01-08,Immune profiling in a living human recipient of a gene-edited pig kidney,Article,https://www.nature.com/articles/s41591-025-04053-3,yes,no_predeclared_human_clinical_evidence_token,excluded,no_predeclared_human_clinical_evidence_token
9,13,2026,2026-01-07,Anticoagulation to prevent ischemic stroke and neurocognitive impairment in atrial fibrillation: the BRAIN-AF randomized clinical trial,Article,https://www.nature.com/articles/s41591-025-04101-y,yes,matched_token:randomized,eligible,
9,14,2026,2026-01-07,Estimating the number of incorrect tuberculosis diagnoses in low- and middle-income countries,Article,https://www.nature.com/articles/s41591-025-04097-5,no,no_predeclared_human_clinical_evidence_token,excluded,no_publisher_open_access_marker;no_predeclared_human_clinical_evidence_token
9,15,2026,2026-01-07,Soluble MAdCAM-1 as a biomarker in metastatic renal cell carcinoma,Article,https://www.nature.com/articles/s41591-025-04067-x,yes,matched_token:clinical,eligible,
9,16,2026,2026-01-07,CD19 CAR-T cells for treatment-refractory autoimmune diseases: the phase 1/2 CASTLE basket trial,Article,https://www.nature.com/articles/s41591-025-04185-6,yes,matched_token:treatment,eligible,
9,17,2026,2026-01-06,Concerns over conclusions in an ultra-processed food trial,Matters Arising,https://www.nature.com/articles/s41591-025-04087-7,no,matched_token:trial,excluded,not_article_type;no_publisher_open_access_marker
9,18,2026,2026-01-06,Concerns around evidence that food processing should be included in dietary guidance,Matters Arising,https://www.nature.com/articles/s41591-025-04085-9,no,no_predeclared_human_clinical_evidence_token,excluded,not_article_type;no_publisher_open_access_marker;no_predeclared_human_clinical_evidence_token
9,19,2026,2026-01-06,Concerns about attributing weight change to processing in a crossover feeding trial,Matters Arising,https://www.nature.com/articles/s41591-025-04088-6,no,matched_token:trial,excluded,not_article_type;no_publisher_open_access_marker
9,20,2026,2026-01-06,"Reply to Ludwig, D. S. et al.; Robinson, E. & Forde, C. G.; Wang, Z. & Peng, C.",Matters Arising,https://www.nature.com/articles/s41591-025-04089-5,no,no_predeclared_human_clinical_evidence_token,excluded,not_article_type;no_publisher_open_access_marker;no_predeclared_human_clinical_evidence_token
10,1,2026,2026-01-06,Malaria vaccine protection against intradermal or venous parasites: a randomized phase 2b human challenge trial,Article,https://www.nature.com/articles/s41591-025-04107-6,yes,matched_token:vaccine,eligible,
10,2,2026,2026-01-06,"Interpersonal conflicts, social media use and depression associated with protests",Article,https://www.nature.com/articles/s41591-025-04145-0,no,matched_token:cohort,excluded,no_publisher_open_access_marker
10,3,2026,2026-01-06,A multimodal sleep foundation model for disease prediction,Article,https://www.nature.com/articles/s41591-025-04133-4,yes,no_predeclared_human_clinical_evidence_token,excluded,no_predeclared_human_clinical_evidence_token
10,4,2026,2026-01-06,Real-world clinical utility of comprehensive genomic profiling in advanced solid tumors,Article,https://www.nature.com/articles/s41591-025-04086-8,yes,matched_token:real-world,eligible,
